"","species","genus","family","species.relative","genus.relative","family.in.genus.list","output.note"
"21390","Viola lactea","Viola","Violaceae",NA,NA,NA,"insertion based on genus"
"21391","Viola lanceolata","Viola","Violaceae",NA,NA,NA,"present in megatree"
"21392","Viola lutea","Viola","Violaceae",NA,NA,NA,"present in megatree"
"21393","Viola lyallii","Viola","Violaceae",NA,NA,NA,"insertion based on genus"
"21394","Viola matutina","Viola","Violaceae",NA,NA,NA,"insertion based on genus"
"21395","Viola mirabilis","Viola","Violaceae",NA,NA,NA,"present in megatree"
"21396","Viola nuttallii","Viola","Violaceae",NA,NA,NA,"insertion based on genus"
"21397","Viola odorata","Viola","Violaceae",NA,NA,NA,"present in megatree"
"21398","Viola palmata","Viola","Violaceae",NA,NA,NA,"present in megatree"
"21399","Viola palustris","Viola","Violaceae",NA,NA,NA,"present in megatree"
"21400","Viola pedata","Viola","Violaceae",NA,NA,NA,"present in megatree"
"21401","Viola philippica","Viola","Violaceae",NA,NA,NA,"present in megatree"
"21402","Viola pinnata","Viola","Violaceae",NA,NA,NA,"present in megatree"
"21403","Viola pubescens","Viola","Violaceae",NA,NA,NA,"present in megatree"
"21404","Viola pumila","Viola","Violaceae",NA,NA,NA,"insertion based on genus"
"21405","Viola pyrenaica","Viola","Violaceae",NA,NA,NA,"present in megatree"
"21406","Viola reichenbachiana","Viola","Violaceae",NA,NA,NA,"present in megatree"
"21407","Viola riviniana","Viola","Violaceae",NA,NA,NA,"insertion based on genus"
"21408","Viola rostrata","Viola","Violaceae",NA,NA,NA,"present in megatree"
"21409","Viola rotundifolia","Viola","Violaceae",NA,NA,NA,"present in megatree"
"21410","Viola rupestris","Viola","Violaceae",NA,NA,NA,"present in megatree"
"21411","Viola sagittata","Viola","Violaceae",NA,NA,NA,"present in megatree"
"21412","Viola selkirkii","Viola","Violaceae",NA,NA,NA,"present in megatree"
"21413","Viola sororia","Viola","Violaceae",NA,NA,NA,"present in megatree"
"21414","Viola striata","Viola","Violaceae",NA,NA,NA,"present in megatree"
"21415","Viola suavis","Viola","Violaceae",NA,NA,NA,"present in megatree"
"21416","Viola thomasiana","Viola","Violaceae",NA,NA,NA,"present in megatree"
"21417","Viola tokubuchiana","Viola","Violaceae",NA,NA,NA,"insertion based on genus"
"21418","Viola tricolor","Viola","Violaceae",NA,NA,NA,"present in megatree"
"21419","Viola uliginosa","Viola","Violaceae",NA,NA,NA,"present in megatree"
"21420","Virectaria major","Virectaria","Rubiaceae",NA,NA,NA,"insertion based on genus"
"21421","Virola albidiflora","Virola","Myristicaceae",NA,NA,NA,"insertion based on genus"
"21422","Virola bicuhyba","Virola","Myristicaceae",NA,NA,NA,"insertion based on genus"
"21423","Virola caducifolia","Virola","Myristicaceae",NA,NA,NA,"insertion based on genus"
"21424","Virola calophylla","Virola","Myristicaceae",NA,NA,NA,"insertion based on genus"
"21425","Virola carinata","Virola","Myristicaceae",NA,NA,NA,"insertion based on genus"
"21426","Virola coelhoi","Virola","Myristicaceae",NA,NA,NA,"insertion based on genus"
"21427","Virola crebrinervia","Virola","Myristicaceae",NA,NA,NA,"insertion based on genus"
"21428","Virola decorticans","Virola","Myristicaceae",NA,NA,NA,"insertion based on genus"
"21429","Virola dixonii","Virola","Myristicaceae",NA,NA,NA,"insertion based on genus"
"21430","Virola duckei","Virola","Myristicaceae",NA,NA,NA,"insertion based on genus"
"21431","Virola elongata","Virola","Myristicaceae",NA,NA,NA,"insertion based on genus"
"21432","Virola flexuosa","Virola","Myristicaceae",NA,NA,NA,"insertion based on genus"
"21433","Virola gardneri","Virola","Myristicaceae",NA,NA,NA,"insertion based on genus"
"21434","Virola guatemalensis","Virola","Myristicaceae",NA,NA,NA,"insertion based on genus"
"21435","Virola guggenheimii","Virola","Myristicaceae",NA,NA,NA,"insertion based on genus"
"21436","Virola koschnyi","Virola","Myristicaceae",NA,NA,NA,"present in megatree"
"21437","Virola kwatae","Virola","Myristicaceae",NA,NA,NA,"present in megatree"
"21438","Virola loretensis","Virola","Myristicaceae",NA,NA,NA,"insertion based on genus"
"21439","Virola macrocarpa","Virola","Myristicaceae",NA,NA,NA,"insertion based on genus"
"21440","Virola marleneae","Virola","Myristicaceae",NA,NA,NA,"insertion based on genus"
"21441","Virola michelii","Virola","Myristicaceae",NA,NA,NA,"present in megatree"
"21442","Virola minutiflora","Virola","Myristicaceae",NA,NA,NA,"insertion based on genus"
"21443","Virola mollissima","Virola","Myristicaceae",NA,NA,NA,"insertion based on genus"
"21444","Virola multicostata","Virola","Myristicaceae",NA,NA,NA,"present in megatree"
"21445","Virola multiflora","Virola","Myristicaceae",NA,NA,NA,"present in megatree"
"21446","Virola multinervia","Virola","Myristicaceae",NA,NA,NA,"insertion based on genus"
"21447","Virola nobilis","Virola","Myristicaceae",NA,NA,NA,"insertion based on genus"
"21448","Virola obovata","Virola","Myristicaceae",NA,NA,NA,"insertion based on genus"
"21449","Virola parvifolia","Virola","Myristicaceae",NA,NA,NA,"insertion based on genus"
"21450","Virola pavonis","Virola","Myristicaceae",NA,NA,NA,"insertion based on genus"
"21451","Virola peruviana","Virola","Myristicaceae",NA,NA,NA,"insertion based on genus"
"21452","Virola sebifera","Virola","Myristicaceae",NA,NA,NA,"present in megatree"
"21453","Virola surinamensis","Virola","Myristicaceae",NA,NA,NA,"present in megatree"
"21454","Virola theiodora","Virola","Myristicaceae",NA,NA,NA,"insertion based on genus"
"21455","Virola urbaniana","Virola","Myristicaceae",NA,NA,NA,"insertion based on genus"
"21456","Virola venosa","Virola","Myristicaceae",NA,NA,NA,"insertion based on genus"
"21457","Viscum album","Viscum","Santalaceae",NA,NA,NA,"present in megatree"
"21458","Viscum articulatum","Viscum","Santalaceae",NA,NA,NA,"present in megatree"
"21459","Viscum capitellatum","Viscum","Santalaceae",NA,NA,NA,"insertion based on genus"
"21460","Viscum cruciatum","Viscum","Santalaceae",NA,NA,NA,"insertion based on genus"
"21461","Viscum nervosum","Viscum","Santalaceae",NA,NA,NA,"insertion based on genus"
"21462","Viscum obscurum","Viscum","Santalaceae",NA,NA,NA,"insertion based on genus"
"21463","Viscum ovalifolium","Viscum","Santalaceae",NA,NA,NA,"insertion based on genus"
"21464","Viscum shirense","Viscum","Santalaceae",NA,NA,NA,"insertion based on genus"
"21465","Viscum triflorum","Viscum","Santalaceae",NA,NA,NA,"insertion based on genus"
"21466","Vismia baccifera","Vismia","Hypericaceae",NA,NA,NA,"present in megatree"
"21467","Vismia bemerguii","Vismia","Hypericaceae",NA,NA,NA,"insertion based on genus"
"21468","Vismia billbergiana","Vismia","Hypericaceae",NA,NA,NA,"present in megatree"
"21469","Vismia brasiliensis","Vismia","Hypericaceae",NA,NA,NA,"insertion based on genus"
"21470","Vismia camparaguey","Vismia","Hypericaceae",NA,NA,NA,"insertion based on genus"
"21471","Vismia cauliflora","Vismia","Hypericaceae",NA,NA,NA,"insertion based on genus"
"21472","Vismia cayennensis","Vismia","Hypericaceae",NA,NA,NA,"present in megatree"
"21473","Vismia confertiflora","Vismia","Hypericaceae",NA,NA,NA,"insertion based on genus"
"21474","Vismia floribunda","Vismia","Hypericaceae",NA,NA,NA,"insertion based on genus"
"21475","Vismia glabra","Vismia","Hypericaceae",NA,NA,NA,"insertion based on genus"
"21476","Vismia gracilis","Vismia","Hypericaceae",NA,NA,NA,"present in megatree"
"21477","Vismia guianensis","Vismia","Hypericaceae",NA,NA,NA,"insertion based on genus"
"21478","Vismia japurensis","Vismia","Hypericaceae",NA,NA,NA,"insertion based on genus"
"21479","Vismia lateriflora","Vismia","Hypericaceae",NA,NA,NA,"insertion based on genus"
"21480","Vismia latifolia","Vismia","Hypericaceae",NA,NA,NA,"insertion based on genus"
"21481","Vismia lauriformis","Vismia","Hypericaceae",NA,NA,NA,"insertion based on genus"
"21482","Vismia macrophylla","Vismia","Hypericaceae",NA,NA,NA,"present in megatree"
"21483","Vismia magnoliifolia","Vismia","Hypericaceae",NA,NA,NA,"insertion based on genus"
"21484","Vismia martiana","Vismia","Hypericaceae",NA,NA,NA,"insertion based on genus"
"21485","Vismia minutiflora","Vismia","Hypericaceae",NA,NA,NA,"insertion based on genus"
"21486","Vismia orientalis","Vismia","Hypericaceae",NA,NA,NA,"insertion based on genus"
"21487","Vismia pozuzoensis","Vismia","Hypericaceae",NA,NA,NA,"insertion based on genus"
"21488","Vismia ramuliflora","Vismia","Hypericaceae",NA,NA,NA,"insertion based on genus"
"21489","Vismia rusbyi","Vismia","Hypericaceae",NA,NA,NA,"insertion based on genus"
"21490","Vismia sandwithii","Vismia","Hypericaceae",NA,NA,NA,"insertion based on genus"
"21491","Vismia schultesii","Vismia","Hypericaceae",NA,NA,NA,"insertion based on genus"
"21492","Vismia sessilifolia","Vismia","Hypericaceae",NA,NA,NA,"insertion based on genus"
"21493","Vismia sprucei","Vismia","Hypericaceae",NA,NA,NA,"insertion based on genus"
"21494","Vismia tomentosa","Vismia","Hypericaceae",NA,NA,NA,"insertion based on genus"
"21495","Visnea mocanera","Visnea","Pentaphylacaceae",NA,NA,NA,"present in megatree"
"21496","Vitellariopsis dispar","Vitellariopsis","Sapotaceae",NA,NA,NA,"present in megatree"
"21497","Vitellariopsis marginata","Vitellariopsis","Sapotaceae",NA,NA,NA,"present in megatree"
"21498","Vitex acuminata","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21499","Vitex agnus-castus","Vitex","Lamiaceae",NA,NA,NA,"present in megatree"
"21500","Vitex altissima","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21501","Vitex amaniensis","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21502","Vitex amboniensis","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21503","Vitex buchananii","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21504","Vitex calothyrsa","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21505","Vitex capitata","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21506","Vitex chrysomallum","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21507","Vitex compressa","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21508","Vitex cooperi","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21509","Vitex cymosa","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21510","Vitex doniana","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21511","Vitex duckei","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21512","Vitex excelsa","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21513","Vitex ferruginea","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21514","Vitex fischeri","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21515","Vitex flavens","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21516","Vitex gaumeri","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21517","Vitex gigantea","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21518","Vitex glabrata","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21519","Vitex grandifolia","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21520","Vitex guianensis","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21521","Vitex harveyana","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21522","Vitex klugii","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21523","Vitex lignum-vitae","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21524","Vitex lucens","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21525","Vitex megapotamica","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21526","Vitex melicopea","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21527","Vitex mollis","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21528","Vitex mombassae","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21529","Vitex mossambicensis","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21530","Vitex negundo","Vitex","Lamiaceae",NA,NA,NA,"present in megatree"
"21531","Vitex obovata","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21532","Vitex orinocensis","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21533","Vitex pachyclada","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21534","Vitex panshiniana","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21535","Vitex patula","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21536","Vitex payos","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21537","Vitex peduncularis","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21538","Vitex petersiana","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21539","Vitex pinnata","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21540","Vitex polygama","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21541","Vitex pseudolea","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21542","Vitex queenslandica","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21543","Vitex rehmannii","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21544","Vitex rivularis","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21545","Vitex rotundifolia","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21546","Vitex schliebenii","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21547","Vitex schomburgkiana","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21548","Vitex schunkei","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21549","Vitex simplicifolia","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21550","Vitex sprucei","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21551","Vitex stahelii","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21552","Vitex triflora","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21553","Vitex trifolia","Vitex","Lamiaceae",NA,NA,NA,"present in megatree"
"21554","Vitex zanzibarensis","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21555","Vitex zeyheri","Vitex","Lamiaceae",NA,NA,NA,"insertion based on genus"
"21556","Vitis aestivalis","Vitis","Vitaceae",NA,NA,NA,"present in megatree"
"21557","Vitis biformis","Vitis","Vitaceae",NA,NA,NA,"present in megatree"
"21558","Vitis bourgaeana","Vitis","Vitaceae",NA,NA,NA,"present in megatree"
"21559","Vitis californica","Vitis","Vitaceae",NA,NA,NA,"present in megatree"
"21560","Vitis cinerea","Vitis","Vitaceae",NA,NA,NA,"present in megatree"
"21561","Vitis coignetiae","Vitis","Vitaceae",NA,NA,NA,"present in megatree"
"21562","Vitis ficifolia","Vitis","Vitaceae",NA,NA,NA,"insertion based on genus"
"21563","Vitis flexuosa","Vitis","Vitaceae",NA,NA,NA,"present in megatree"
"21564","Vitis labrusca","Vitis","Vitaceae",NA,NA,NA,"present in megatree"
"21565","Vitis novae-angliae","Vitis","Vitaceae",NA,NA,NA,"insertion based on genus"
"21566","Vitis palmata","Vitis","Vitaceae",NA,NA,NA,"present in megatree"
"21567","Vitis riparia","Vitis","Vitaceae",NA,NA,NA,"insertion based on genus"
"21568","Vitis rotundifolia","Vitis","Vitaceae",NA,NA,NA,"present in megatree"
"21569","Vitis rupestris","Vitis","Vitaceae",NA,NA,NA,"present in megatree"
"21570","Vitis saccharifera","Vitis","Vitaceae",NA,NA,NA,"insertion based on genus"
"21571","Vitis tiliifolia","Vitis","Vitaceae",NA,NA,NA,"present in megatree"
"21572","Vitis vinifera","Vitis","Vitaceae",NA,NA,NA,"present in megatree"
"21573","Vitis vulpina","Vitis","Vitaceae",NA,NA,NA,"present in megatree"
"21574","Vittadinia australis","Vittadinia","Asteraceae",NA,NA,NA,"present in megatree"
"21575","Vittadinia cuneata","Vittadinia","Asteraceae",NA,NA,NA,"insertion based on genus"
"21576","Vittadinia dentata","Vittadinia","Asteraceae",NA,NA,NA,"insertion based on genus"
"21577","Vittadinia eremaea","Vittadinia","Asteraceae",NA,NA,NA,"present in megatree"
"21578","Vittadinia muelleri","Vittadinia","Asteraceae",NA,NA,NA,"insertion based on genus"
"21579","Vittadinia triloba","Vittadinia","Asteraceae",NA,NA,NA,"insertion based on genus"
"21580","Voacanga africana","Voacanga","Apocynaceae",NA,NA,NA,"present in megatree"
"21581","Voacanga grandifolia","Voacanga","Apocynaceae",NA,NA,NA,"present in megatree"
"21582","Voacanga thouarsii","Voacanga","Apocynaceae",NA,NA,NA,"insertion based on genus"
"21583","Vochysia biloba","Vochysia","Vochysiaceae",NA,NA,NA,"insertion based on genus"
"21584","Vochysia boliviana","Vochysia","Vochysiaceae",NA,NA,NA,"insertion based on genus"
"21585","Vochysia braceliniae","Vochysia","Vochysiaceae",NA,NA,NA,"insertion based on genus"
"21586","Vochysia calophylla","Vochysia","Vochysiaceae",NA,NA,NA,"insertion based on genus"
"21587","Vochysia cassiquiarensis","Vochysia","Vochysiaceae",NA,NA,NA,"insertion based on genus"
"21588","Vochysia cayennensis","Vochysia","Vochysiaceae",NA,NA,NA,"insertion based on genus"
"21589","Vochysia citrifolia","Vochysia","Vochysiaceae",NA,NA,NA,"insertion based on genus"
"21590","Vochysia complicata","Vochysia","Vochysiaceae",NA,NA,NA,"insertion based on genus"
"21591","Vochysia densiflora","Vochysia","Vochysiaceae",NA,NA,NA,"insertion based on genus"
"21592","Vochysia divergens","Vochysia","Vochysiaceae",NA,NA,NA,"insertion based on genus"
"21593","Vochysia diversa","Vochysia","Vochysiaceae",NA,NA,NA,"insertion based on genus"
"21594","Vochysia eximia","Vochysia","Vochysiaceae",NA,NA,NA,"insertion based on genus"
"21595","Vochysia ferruginea","Vochysia","Vochysiaceae",NA,NA,NA,"present in megatree"
"21596","Vochysia floribunda","Vochysia","Vochysiaceae",NA,NA,NA,"insertion based on genus"
"21597","Vochysia glaberrima","Vochysia","Vochysiaceae",NA,NA,NA,"insertion based on genus"
"21598","Vochysia grandis","Vochysia","Vochysiaceae",NA,NA,NA,"insertion based on genus"
"21599","Vochysia guatemalensis","Vochysia","Vochysiaceae",NA,NA,NA,"present in megatree"
"21600","Vochysia guianensis","Vochysia","Vochysiaceae",NA,NA,NA,"present in megatree"
"21601","Vochysia haenkeana","Vochysia","Vochysiaceae",NA,NA,NA,"insertion based on genus"
"21602","Vochysia inundata","Vochysia","Vochysiaceae",NA,NA,NA,"insertion based on genus"
"21603","Vochysia julianensis","Vochysia","Vochysiaceae",NA,NA,NA,"insertion based on genus"
"21604","Vochysia kosnipatae","Vochysia","Vochysiaceae",NA,NA,NA,"insertion based on genus"
